,id,price
212,VNdSBEm9,2.99
213,sh45YSEe,2.12
214,clreigW9,2.5
215,2qrbaZaY,2.4
216,hz5nX1wx,2.08
217,NE720e3S,3.26
218,1uk4JQac,3.63
219,pL3296LL,2.48
220,8p0YAhV9,3.62
221,tBFwbRM3,1.46
222,eq5keeag,1.72
223,7m4qvkGb,1.61
224,iTGJsWCB,4.35
225,GB9UEkCI,2.65
226,aucDqlaK,2.13
227,Zc8ZQXuH,3.27
228,dEpyowrq,4.31
229,3qdY9TIq,2.24
230,zoa25a9E,3.93
231,zSj1OXs3,3.8
232,dz75SGA6,2.23
233,nLZoIf1x,4.03
234,cKqCM0CB,1.54
235,9wvMzteF,2.62
236,N68MzmnJ,3.64
237,DTnkCmBG,1.77
238,KNxZjn60,1.88
239,7kNZvgdw,1.63
240,HW1l9i59,2.71
241,a1jKin7E,2.47
242,EgRwcGOh,3.7
243,MaxeUf0b,1.44
244,q9SAbavU,2.31
245,Mi3Ncj1r,3.61
246,pqEXxbQA,3.55
247,KLKqD8GV,2.0
248,rKunbUzn,3.49
249,WR37Z5UF,2.34
250,MmrOfiMO,3.05
251,RyNw1xbr,2.04
252,RdMDhyyC,1.46
253,4FopXgRU,1.7
254,TN1oHShm,3.94
255,mp175yua,2.49
256,zDp6BLv9,2.4
257,yv5TDR47,2.95
258,IY7PQ4Jc,3.87
259,ugullZ43,4.47
260,7H9xPe7F,3.96
261,kHYNXvT5,4.14
262,xswB4sHf,1.95
263,CfomhgQu,2.49
264,Lby2ecpc,4.47
265,Cv8NtKwd,3.69
266,DMiQRuQS,3.41
267,zw8HMsJb,3.98
268,tAjQTOh5,2.23
269,RnWIMOSG,4.1
270,czIY531x,3.71
271,nuGc4bT7,1.54
272,IoswKXfA,2.06
273,DdkLsjVe,3.57
274,9nRBqYtx,4.13
275,GY1qQHHM,1.93
276,3dtKNFv7,1.24
277,dUm56d5Z,4.34
278,r1IqHHjo,1.4
279,It4fQL0a,4.29
280,cOAGTKmq,2.66
281,X9ga8UKl,4.12
282,IhOI7U3m,3.76
283,zwqvS0uU,4.45
284,NrgFau7S,1.24
285,hvfG3fuK,3.18
286,Ss2VcTwx,3.24
287,VZYc2s5c,2.02
288,pD9cH0Bb,1.77
289,i3b4m54C,3.42
290,d86lXsLa,1.23
291,iS7pbvKa,1.29
292,13fclG2R,4.52
293,I0yuaFan,2.61
294,3DOGkwii,4.28
295,4gE7txLI,2.01
296,epOtMdTI,3.54
297,1Rnr8qwr,1.98
298,7YM4rruR,2.44
299,4z6lM02o,2.37
300,kQPAOjaA,3.18
301,cJ49yfVd,3.46
302,s8DajRda,1.91
303,1E7LUGMi,4.44
304,OpCl5PSB,2.55
305,utoHU4HA,4.52
306,UMNh7c7j,4.24
307,mfn7F443,1.82
308,fVbNuekJ,3.79
309,tpp65yZg,2.94
310,f7ZmE0kP,1.6
311,8DCgpLJ4,2.55
312,KB9GoR7O,2.19
313,i6fhpoN8,3.07
314,3YZvcep5,3.75
315,I7dKlf4M,1.31
316,g5vI61Y1,1.29
317,NtNg5JZe,4.31
318,CRHM3Ewz,2.5
319,b7OBcRxm,2.02
320,OgLa8nSD,2.03
321,U5EmEv1D,1.66
322,D2un0Rtb,1.34
323,Ly5Dh0Nj,1.22
324,zUVEjQxV,3.38
325,UYi6WoWn,2.28
326,uJLd3ceL,2.96
327,EsdH3YfR,2.91
328,R9dwNLpm,3.86
329,l5x06N2c,2.54
330,WD0NZSg1,1.5
331,RZ93HPJw,4.01
332,J0WhRDlE,4.36
333,lj8mLoMK,4.51
334,3sIapKS2,2.32
335,WNnjPdvd,2.03
336,ueJRdjJI,3.37
337,BX1vuhdA,1.65
338,2cGOrueC,3.74
339,chBHgSSc,2.98
340,0kD1jaAG,1.53
341,esfclUSK,1.75
342,8QA7bvZg,1.37
343,7gHHWEF9,1.6
344,B4u8Q4kC,2.82
345,ZLOXYbeM,3.64
346,i887FdFZ,3.93
347,UDW2pfOe,2.22
348,WKb8iTPT,1.59
349,iB5FSar4,3.2
350,RCuSu85F,3.44
351,QXNIIdz8,2.82
352,HN01k4Nk,3.99
353,v4NdSvQX,3.34
354,DuKxMUDt,3.72
355,9SQGVUGy,4.26
356,oGUjNQkC,1.9
357,u3UlNbsA,1.78
358,6rkXGNC2,2.31
359,MXbAX34b,4.33
360,CpIGkqYj,4.29
361,1seHpVul,4.0
362,BwAow984,3.13
363,IFBWGXzI,3.13
364,08gaPwIh,2.93
365,nXXtxsud,3.54
366,6rKZoiS2,2.63
367,Y7u3W0uN,4.38
368,tIclgOQC,2.46
369,EPcfPX7c,4.49
370,uH0l9W1x,3.02
371,YFy7RDNh,1.57
372,DoZAzgFw,1.69
373,5el2LMzY,2.43
374,M6H3PEuH,1.58
375,ySIqHwhn,3.25
376,FmYeXzM7,1.35
377,HDbTqwaU,3.41
378,awDpJW8i,1.95
379,hyWIQVNx,4.55
380,xrsqkhQ2,2.6
381,pvBSnE85,3.24
382,ttEayPOe,2.09
383,TYhk24ng,3.6
384,Dtg3heim,1.98
385,m1La7z66,3.19
386,IjlAkuQk,3.92
387,zAn3Y4aJ,3.97
388,mSeyoCxg,3.24
389,IYupgWMY,3.83
390,NOfqk4ck,2.94
391,duBeoqDm,4.54
392,BNBrrNmV,1.56
393,zjaj6LjH,2.4
394,z1GHMlmz,3.09
395,dV0tODCy,1.72
396,uljM5J92,3.09
397,J2JGfFXO,2.92
398,cujb3Fmj,2.78
399,39LqQgzZ,4.07
400,T3kbXvRO,3.12
401,psBw1Pdi,1.55
402,EIbOKScn,2.64
403,vsasliD7,4.53
404,FnQEghuN,3.88
405,poY33EQB,4.23
406,tVXEOIv7,2.38
407,jOpqOLMR,3.33
408,b0Tuzg4b,3.82
409,u5ftqEwZ,1.29
410,tQVNeav1,2.96
411,YZmKrHeI,4.48
412,hk3YVobA,3.35
413,fnCF8W8h,4.01
414,ctGhcEkE,4.17
415,AZ4P4hC7,3.67
416,Y8ryvgSJ,2.83
417,B3cww60O,2.02
418,AzhhRdXE,2.3
419,TTwbRnxS,4.17
420,im7Ma1HD,2.98
421,xl404Ugy,4.12
422,C14NLLpL,2.7
423,oNIz48Bi,1.5
424,uUp4zHBg,3.52
425,biW4k1fc,3.25
426,q5WhY1Wm,4.16
427,xaXK0XDI,3.65
428,MfTGpUEK,1.22
429,NC5slVkW,4.45
430,reHf9pdN,3.97
431,7KX3fsyy,2.04
432,Vc5wGoHc,1.65
433,3DSW82gY,1.48
434,mxqH15CD,1.31
435,hYN0QWio,3.52
436,CIGfi82u,2.19
437,heqLc1JP,2.52
438,ySSDsBdg,3.56
439,dlFO7oOm,2.19
440,T9hFSYYn,3.85
441,wjUYStYF,4.1
442,nkzaYLQk,3.45
443,kvk0wWCr,4.2
444,MXB4apGq,2.29
445,A8IMLHm8,2.55
446,ONgz4DGD,2.17
447,v5J94TYs,3.36
448,zIXSk5qe,1.99
449,HdqBHn7G,2.69
450,C4ptMgqE,2.46
451,k0J91qlZ,1.98
452,tuyIdoyd,3.81
453,YdRc2Khe,1.73
454,MVAViZ4n,3.29
455,KtDIv1t6,1.76
456,7yNog6DT,1.94
457,hBn9qzlo,2.97
458,au7Qw98O,2.68
459,jarxdWTN,2.36
460,L8DKn5He,2.6
461,rr8tMV2O,2.39
462,i5CwUYK1,2.88
463,Vqthicf3,2.44
464,SipxYeZb,1.85
465,nAJ57rDC,3.11
466,nw66boSi,1.2
467,FBXZUbG7,4.4
468,6qtQEzRv,4.1
469,8IWsx8YA,2.58
470,2WOu5Rso,4.16
471,UEppRSyH,3.32
472,Jq1pE45G,3.03
473,T8ovbio3,4.14
474,dUZGfn1Z,3.2
475,Y9A6Ls9G,1.44
476,2NWJ2bca,1.82
477,hRrMr5Cz,1.88
478,nfytdbaL,4.29
479,rS1k5nFm,2.59
480,7G3atOhL,1.21
481,3u5WpJ8x,2.53
482,LrzJRC4N,2.66
483,xFuRecV1,4.51
484,F6avLqQB,3.69
485,t91H3NjD,2.2
486,lTkhKB6X,1.26
487,0FROBV1Q,1.33
488,e7vzJeT3,1.51
489,YiRSx9a6,1.49
490,RKwy3tWz,3.75
491,EpLsROkv,4.3
492,EJKO4ySB,2.18
493,AWVLEdgj,4.54
494,es43xAog,3.06
495,f6xfPFMm,3.3
496,fmRuVpvQ,3.78
497,yCsqV1du,3.36
498,77IzULvb,4.42
499,KcWLb4cj,3.77
500,nmWwbGVI,3.6
501,SC47Gwa5,2.91
502,m8dcwVJp,4.19
503,iTsxW64d,1.79
504,8dABxl8p,1.53
505,7TJ4eUlA,3.65
506,ODf1ZVTL,2.3
507,7JdflGo8,2.84
508,MPTPiz9p,2.25
509,Wvh2TbRl,3.26
510,jRqCrcRH,2.66
511,T5UvjPmK,2.73
512,98hMa1LE,1.42
513,IY11A6VG,1.74
514,iwCbys2K,4.07
515,Ns1SNIiR,3.1
516,aoO4ANF6,3.61
517,m5Gv5Wkk,3.67
518,0w8NWLG7,3.71
519,8A22fXDK,3.89
520,MDC7qtq6,4.46
521,GvHhlL6k,3.53
522,65GbFcnm,3.48
523,FvMTtEFh,3.39
524,jALjOObS,1.34
525,l0e4bxRs,3.05
526,6CrOfZy6,2.86
527,zbBpJ1OP,2.11
528,iEmGOlSv,2.89
529,8eBqCRjM,2.1
530,mM5I5sI2,4.45
531,zIUxt19r,1.96
532,IYoWS0T0,3.56
533,4J42OCcn,2.84
534,0lfR7rqp,3.19
535,ZeTB1Kwr,1.67
536,GOAxtz8T,1.82
537,Cger0oWW,1.36
538,LxAItvHb,3.31
539,8JPnkokU,2.51
540,qFGKR7Ek,3.39
541,yh7ubXX1,4.36
542,uYvdddRL,2.52
543,nAdiIdmy,1.8
544,svpMAU08,2.45
545,kvljxbKT,1.48
546,4IBbazFp,1.89
547,cYsPrPJ4,1.89
548,bNtrmkmI,1.84
549,jlGlMrVA,3.89
550,BlG71aUe,4.02
551,UDFOtgXG,4.41
552,OxqBpOoj,2.97
553,lKav9iXq,1.28
554,GztAxrKd,3.23
555,si7rnG5V,3.04
556,nLeCo5BC,2.75
557,cX3SN1A9,3.43
558,B3j2CJoh,3.81
559,DFQohCdh,1.57
560,eUkeBGjy,1.73
561,lWw0kl8N,1.79
562,lKOYNFDP,1.64
563,zB2iOti9,2.54
564,nPQNzCTD,4.2
565,YHaSYgTj,1.35
566,3zGR2sGm,2.28
567,GcWQAxkb,1.92
568,Ium1bGy2,2.76
569,LGDxWuTN,1.26
570,0h33JMIK,3.29
571,05hqA6aN,3.59
572,NrJTb9l0,2.53
573,3LfcOccQ,1.9
574,fP7ytDyZ,3.16
575,To2DgZQi,1.3
576,hE7IxpUu,1.33
577,X7dLVPyJ,1.24
578,PNxFVccd,4.5
579,wsUySUyN,3.39
580,yabGTxW1,2.99
581,AS7nD19p,3.6
582,F5vEwERJ,1.41
583,kWMPL7Qr,1.3
584,bM1p5nFH,1.38
585,VFQZ1l8x,1.37
586,vMliekQn,2.87
587,KCn0ubDb,4.5
588,fTukwpO6,4.08
589,GL8auSke,4.39
590,6ORHbj2m,3.49
591,VE9X2DrG,3.52
592,H08gegMM,4.11
593,blL8sEXE,4.15
594,oHFs52CK,1.3
595,uQtYfrVU,4.22
596,YlQgUAzR,2.73
597,OZFgk5Iz,1.97
598,OoC9q70i,2.1
599,1aPAWVCz,3.15
600,DlVjmAKw,1.32
601,HoxG9Epk,2.47
602,fzqOEHoX,2.33
603,OV4HyMkq,3.16
604,SypHV50g,1.77
605,PW3ZbIRT,4.21
606,Vw9BQ8kc,2.2
607,pvLKGvEs,2.84
608,JqTOizrU,3.99
609,wJ45qWnr,4.18
610,PS4ghIto,3.27
611,JgwenoSP,1.31
612,CbZ6huuT,4.2
613,pa6IqzSH,3.71
614,eFWfW4gV,3.47
615,p8YeVYrY,3.92
616,EY4jlO3Q,2.31
617,XHjtCCcF,3.02
618,X7aMVnUg,4.0
619,BPdy72Az,4.05
620,8XRblIu3,1.85
621,uGVzdjVc,1.59
622,LUXwDoNo,1.46
623,d0cRPC7H,3.17
624,PZilzdOY,2.45
625,toMgapcq,2.22
626,UQfWk53S,3.1
627,yEKbODtT,2.77
628,rJpewlYH,1.32
629,ZV2N323k,4.12
630,TjwhGtOn,3.56
631,82LeAF03,2.18
632,KghGHtAG,1.59
633,7kYQClco,1.58
634,WU95WK74,3.12
635,G2lGFzrg,3.17
636,EBCg8Ffa,1.25
637,p9hXu7Ux,4.09
638,f6HC2XzW,1.61
639,sOFPqFVq,3.55
640,QrjEEF0D,2.72
641,wbqt2C7Y,1.45
642,25l4pwHj,3.5
643,0GJuIZVv,1.81
644,wZfjbPNi,3.86
645,ynwGtMDC,3.06
646,qQRX6Y9E,3.07
647,dsOrxfqw,4.37
648,B6cdR2oL,4.32
649,xIXtdpSm,2.76
650,kqOHgf7y,4.08
651,siX5vBAg,2.77
652,qQSqYeKE,3.8
653,x5ShdKh8,1.34
654,QS7EHgJu,2.62
655,lq9nYwHN,2.07
656,P4eq2E7N,3.68
657,4HgtLUab,1.75
658,Hj0fy4nq,4.26
659,XEaynGGz,2.67
660,D5wApG9O,2.27
661,sVslyXSE,1.44
662,Ceqiytqx,2.93
663,fURasu2p,3.33
664,QTMEj1Vv,2.27
665,UA8RJA04,2.79
666,OrPRVKGS,3.57
667,MoMd5aov,2.59
668,IjZjXTEJ,4.15
669,gsv2PRcp,4.01
670,HNHVofoL,3.96
671,WMUxUPaR,3.58
672,IFLizZSN,2.12
673,9vixQL81,4.52
674,VlvAhUOH,3.91
675,jz2ngIAQ,1.76
676,Zo9ccG70,2.34
677,yBLKdEYc,3.75
678,ML4pI4CZ,4.06
679,iqFk8Crg,2.05
680,qrgNq99O,4.06
681,CFiVE4ER,3.27
682,QKzXN9Tf,1.27
683,qlUGchUA,3.34
684,JobhoREB,3.43
685,gyWvaZo8,1.97
686,BiErK9kt,1.68
687,mAn2WFsY,1.66
688,zVyhBfBc,2.99
689,VlK8JvdF,2.09
690,KhqAilLr,2.26
691,kg6MM9zG,3.37
692,rb3v1CGG,3.66
693,onP4hjOW,1.78
694,nyOkY6uc,1.96
695,lEhi8Z0j,3.95
696,9FUJRf20,3.95
697,NUE11200,3.63
698,wTGOU8oC,2.01
699,l1sXTDoH,3.03
700,6K3KTsWR,4.19
701,Bxfzl9Mq,2.95
702,vWH2aFuw,3.32
703,ULcKDOnB,3.26
704,hICkcP9T,4.18
705,BbRFIVeN,3.09
706,S9kKAZOg,1.36
707,HwtI6p7x,3.95
708,cb0FyDRT,1.2
709,msWXpKCa,3.63
710,BBHaCHdW,3.99
711,iMKWYMGL,3.83
712,9ooDgKO4,4.22
713,8qArTEaH,3.47
714,hRjt77WN,3.73
715,X6PuuVlF,2.75
716,DSCHVEjo,4.41
717,0ujIWXIS,3.58
718,7nUAqBkt,1.91
719,KfYDVNzI,3.01
720,PCTNrmLd,3.08
721,hFhF5dFZ,1.94
722,JUA8Jzvm,4.24
723,Kuyctchi,2.69
724,hKMwOnyT,1.4
725,BKie8hXD,3.7
726,vC3JcoxW,2.43
727,9M6K1v5N,2.44
728,BlAnpRrE,3.87
729,a41vwZG3,2.16
730,CRqwwBwE,2.87
731,0U852EB8,3.9
732,0K5VUWyQ,3.67
733,Htw2Cl9k,1.81
734,8qTdt0Ms,3.46
735,n8GGTYCG,1.8
736,QI7asT1N,2.89
737,YpjbHwXt,4.27
738,xxfCKaL6,1.89
739,UwU8ehyX,4.43
740,xTykRlhY,1.32
741,kb8jeyJr,2.56
742,87LKu4TA,1.83
743,u0IUV6ZX,2.23
744,ypqe8yOY,3.53
745,f5Fp5Jrf,1.86
746,finq6SaW,4.31
747,NjfUpy52,1.25
748,uOQBCLsi,2.61
749,QgNbrXXJ,3.2
750,jiMOf3Na,4.54
751,VqtMArFG,3.73
752,UUDRJNPE,3.74
753,sEvF7PBz,2.81
754,Jt9VVrU9,4.42
755,2ouKXGVd,4.44
756,043fWARf,3.15
757,VfT1uBpW,1.96
758,Vb9FLE2m,3.98
759,rN6LCCaL,4.25
760,sxXSurwS,4.05
761,FSyOuZkL,3.64
762,pvJEz7T2,3.28
763,XTA1NAHB,3.82
764,mrM1qPZd,2.52
765,i4Qv8N5h,3.0
766,bzHWJueY,1.45
767,Ad5vH9XZ,4.02
768,NthaA5Jz,2.24
769,AJKIsQBY,2.43
770,RPKQY8OS,1.39
771,W0MT8gth,2.48
772,xl6skw6p,2.33
773,sM6dtb5R,2.1
774,vgON4tcd,2.6
775,rkXQ7CAa,4.05
776,vztNt7OE,2.63
777,WWGpYhn2,2.15
778,fcFMDqyD,1.7
779,NjEmXy0N,3.11
780,DOX6jghi,3.72
781,2nXCM5In,2.15
782,9M6aPZxe,2.69
783,dPFx3TPo,2.42
784,U44FWas1,3.15
785,6SovL0zF,2.79
786,Q1fArx0o,1.26
787,RC0mCucS,2.24
788,Ngw50Rxe,4.19
789,FaKiZqlf,1.54
790,77Zj79c4,3.54
791,bfTNCKit,4.33
792,Ds55D2KE,4.04
793,3v9AClXV,1.83
794,ygRoaoS3,2.42
795,n4fEE4dD,2.38
796,CPX7bKdu,2.89
797,zpOZznEm,2.11
798,IzsX5ImN,3.76
799,70GJL2pl,2.33
800,FLCNYGdj,4.42
801,VF5XsQYZ,2.17
802,IWiogcY7,1.74
803,66vKs99t,2.71
804,HvGU3SVc,4.46
805,VsVEQ106,2.58
806,KsLQe1wj,1.93
807,P9qhyzjo,3.86
808,fm3Vp5z7,1.88
809,sQxlSqkU,2.79
810,A8JyBaFY,3.38
811,COfeKi7J,2.59
812,40uUiPpt,2.47
813,cRcWUvKB,2.94
814,wmPyiEas,2.26
815,q9jIqIhP,1.6
816,391Cn9ml,3.73
817,AsElF2TH,3.0
818,t4IEM90f,2.71
819,WBkAwjBq,1.42
820,v6Tc5Mz4,3.57
821,XKiUcDJP,1.68
822,2itEB6JW,4.11
823,b4jqRxrC,3.84
824,aC7p2dmb,4.07
825,es0mzXng,3.5
826,zR2mOPvd,2.8
827,jU5J9BFe,4.38
828,724ygdxc,3.94
829,6Az0Q8gI,2.27
830,VEsvaPUu,3.04
831,AO56IL9z,2.2
832,flmaZsNg,2.62
833,KvSyNaZG,3.61
834,acQLTcj4,2.12
835,WnR6TDKa,1.69
836,IhCi6jNy,4.5
837,WGv4OwUi,1.52
838,BiJmP9t4,2.83
839,DLKa7IRd,2.39
840,bfou8L12,4.49
841,tz2fJuAp,1.56
842,hg9Dwo46,1.67
843,BPSqnnOG,2.41
844,DuFJfkyq,1.76
845,UAuranUY,2.26
846,4FwLKCPS,2.21
847,ZDZnrE78,4.06
848,5fsNymxM,4.35
849,9dKskTsE,2.86
850,yZamhqww,1.71
851,3tjULAlJ,2.13
852,UZk7E9U4,1.49
853,JaNN57iH,1.93
854,CqoRUp4I,2.96
855,u44qQMbv,3.23
856,nX7BT4t1,1.64
857,nbdmTwXR,2.08
858,aagYUVh3,2.14
859,L6VpXNJn,1.87
860,xsF0qxK5,4.3
861,85PnBoeb,3.08
862,s09s4xiW,3.28
863,wrftF3xK,1.41
864,sKR963KY,3.79
865,lH8SFA9i,1.53
866,gPHlrlWn,1.99
867,LJ4peyNJ,4.11
868,9Om0quMR,2.9
869,bxG8ZEDw,1.72
870,OzzLT8V7,2.76
871,sr9xEChR,3.22
872,bepWDNcO,1.92
873,cnAh5c7w,1.61
874,KpNZk4HH,3.53
875,nPXX1Mqi,1.85
876,polOzjdU,2.77
877,NWoAeFKP,3.25
878,vFwEQIDP,2.65
879,Afl6FjAw,3.68
880,WWFdpmVB,4.21
881,vKQ9Qxtl,2.06
882,EraQ4rMH,1.56
883,R2814I5e,1.58
884,PFCAaVbF,4.51
885,Zolm5P3m,3.48
886,940jB4LI,3.92
887,oyFf2mP9,1.33
888,0kmdKdsD,1.62
889,dLq9MvF1,3.9
890,1ILkWBx8,2.88
891,YMkOaKWT,4.0
892,TwCTtt0w,1.81
893,MNfVKEcN,2.67
894,ewcM5Vof,1.27
895,xHgNPCRX,1.23
896,1aAYEeDc,2.78
897,dtMKpBj1,4.3
898,7jv7VsCD,2.91
899,HnzskuBS,3.33
900,6jlJyIji,4.04
901,ffFne0Bk,2.5
902,Sq0ID0ih,3.31
903,kPNgChhQ,1.7
904,EDnDUwnq,3.22
905,8nHGZgcf,2.21
906,MQhcDPce,4.49
907,R8Rf8kwF,3.44
908,2GPJ1AIj,1.35
909,QC0w8eRr,3.06
910,gRyUcmki,3.85
911,80H6znkb,1.73
912,sJFL3JRO,3.62
913,QLrDfnMU,1.5
914,a1GbJBGA,2.37
915,bREzGWys,4.33
916,Fh89pYkw,3.08
917,sFuGJaGe,3.17
918,R2vcqtgL,3.78
919,Yr1UBPuf,1.39
920,cIAOLGJu,3.13
921,4igV2E3b,3.35
922,ajGuQhb4,3.46
923,DlhSURl2,3.12
924,k4C9qXNF,2.75
925,WUYZLW9D,3.51
926,FiDEvXGQ,3.94
927,O7B8d7pc,3.96
928,mQs3e0FY,3.79
929,APaFAgGw,4.09
930,sf3edfbT,1.97
931,mNuYfmfs,1.99
932,1kZWo8s1,4.09
933,ysb8joXp,2.51
934,chNhm7BB,2.07
935,Cm8eGYg1,4.21
936,etO8Uh9D,1.47
937,pgY9Rz9r,2.49
938,6hsfWhuu,2.74
939,kDIfJcb0,4.37
940,LZFYBYhY,3.16
941,P6YG9cJV,1.39
942,U3Lwe7xU,2.03
943,oiyW5BF6,2.22
944,Cd5aivU0,2.97
945,EblwgBNs,2.8
946,DVBXQ8A5,3.0
947,zBXSHaSX,1.47
948,4gKTFnEB,3.8
949,nH21WuE7,4.38
